Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate,Categorize Mental Fatigue,Categorize Designation,Categorize Resource Allocation,days_count
1,0,0,0.6,0.4444444444444444,0.67,0.48,3,1,1,5182
1,1,1,0.2,0.0,0.21000000000000002,0.09,0,0,0,5016
0,0,0,0.0,0.0,0.0,0.0,0,0,0,5224
0,1,0,0.4,0.3333333333333333,0.8,0.62,4,1,1,4991
1,0,0,1.0,0.8888888888888888,0.89,0.9,4,2,2,5018
0,1,1,0.8,0.7777777777777778,0.76,0.76,4,2,2,4902
1,1,1,0.2,0.2222222222222222,0.52,0.48,2,0,0,5220
0,1,0,0.6,0.5555555555555556,0.6,0.58,2,1,1,5014
1,0,1,0.4,0.4444444444444444,0.58,0.33,2,1,1,4936
1,1,1,0.2,0.1111111111111111,0.27999999999999997,0.13,0,0,0,5228
1,0,1,1.0,0.8888888888888888,0.82,0.83,4,2,2,4985
1,1,1,0.4,0.4444444444444444,0.45,0.33,1,1,1,5156
0,0,1,0.6,0.5555555555555556,0.63,0.47,3,1,1,5096
0,1,1,0.4,0.2222222222222222,0.6,0.4,2,1,0,5031
0,0,0,0.8,0.6666666666666666,0.62,0.52,3,2,2,4929
0,1,1,0.2,0.2222222222222222,0.5,0.3,1,0,0,5170
1,0,1,0.2,0.3333333333333333,0.51,0.38,2,0,1,4971
0,1,1,0.4,0.2222222222222222,0.5900000000000001,0.49,2,1,0,5099
1,1,0,0.6,0.5555555555555556,0.5900000000000001,0.41,2,1,1,5129
1,1,0,0.0,0.1111111111111111,0.31,0.18,0,0,0,4982
1,1,0,0.4,0.5555555555555556,0.8699999999999999,0.7,4,1,1,4936
1,1,1,0.2,0.2222222222222222,0.54,0.38,2,0,0,5183
1,1,1,0.6,0.4444444444444444,0.71,0.49,4,1,1,5071
0,1,0,0.6,0.5555555555555556,0.8300000000000001,0.64,4,1,1,5182
0,1,1,0.0,0.0,0.36,0.27,0,0,0,5177
1,1,0,0.2,0.0,0.11000000000000001,0.02,0,0,0,4954
1,0,0,0.6,0.4444444444444444,0.6,0.44,2,1,1,4914
0,0,0,0.2,0.2222222222222222,0.61,0.4,3,0,0,5097
0,0,1,0.6,0.6666666666666666,0.8800000000000001,0.75,4,1,2,5175
0,1,0,0.4,0.4444444444444444,0.45999999999999996,0.38,1,1,1,5132
0,1,0,0.4,0.4444444444444444,0.62,0.56,3,1,1,5066
1,0,1,0.4,0.4444444444444444,0.47000000000000003,0.37,1,1,1,5221
1,1,1,0.2,0.2222222222222222,0.3,0.14,0,0,0,5125
0,1,0,0.8,0.7777777777777778,0.8300000000000001,0.71,4,2,2,4998
1,1,1,0.4,0.4444444444444444,0.45999999999999996,0.37,1,1,1,5164
1,1,1,0.4,0.3333333333333333,0.58,0.47,2,1,1,5050
0,1,0,0.4,0.4444444444444444,0.53,0.32,2,1,1,4947
0,0,1,0.4,0.3333333333333333,0.65,0.5,3,1,1,5082
1,1,1,0.0,0.0,0.32999999999999996,0.2,0,0,0,4918
0,0,1,0.8,0.5555555555555556,0.62,0.6,3,2,1,5220
1,0,1,0.4,0.3333333333333333,0.38,0.3,0,1,1,5125
1,0,0,0.6,0.4444444444444444,0.44000000000000006,0.36,1,1,1,5063
1,1,1,0.2,0.0,0.22000000000000003,0.09,0,0,0,5236
0,0,0,0.8,0.6666666666666666,0.67,0.57,3,2,2,5213
1,0,0,0.8,0.6666666666666666,0.8699999999999999,0.71,4,2,2,5096
0,1,1,0.8,0.7777777777777778,0.74,0.7,4,2,2,5201
1,1,1,0.2,0.3333333333333333,0.42000000000000004,0.3,1,0,1,4961
1,0,1,0.4,0.3333333333333333,0.37,0.27,0,1,1,4948
1,1,1,0.2,0.0,0.26,0.18,0,0,0,5136
0,1,1,0.4,0.1111111111111111,0.48,0.28,1,1,0,5027
0,0,0,0.4,0.4444444444444444,0.47000000000000003,0.42,1,1,1,5070
0,0,0,0.6,0.4444444444444444,0.5700000000000001,0.46,2,1,1,4927
0,0,0,0.6,0.5555555555555556,0.6900000000000001,0.59,3,1,1,5184
0,1,1,0.2,0.2222222222222222,0.25,0.13,0,0,0,5191
0,1,1,0.4,0.2222222222222222,0.52,0.28,2,1,0,5113
0,0,1,0.2,0.1111111111111111,0.5900000000000001,0.37,2,0,0,5010
0,1,0,0.4,0.3333333333333333,0.73,0.61,4,1,1,5041
1,1,0,0.4,0.4444444444444444,0.5900000000000001,0.35,2,1,1,5091
0,0,1,0.4,0.2222222222222222,0.5700000000000001,0.38,2,1,0,5076
1,1,0,0.6,0.3333333333333333,0.41,0.31,1,1,1,5122
0,0,1,0.2,0.2222222222222222,0.39,0.19,0,0,0,5090
1,0,0,0.4,0.2222222222222222,0.3,0.19,0,1,0,4896
1,0,1,0.8,0.6666666666666666,0.6799999999999999,0.56,3,2,2,5233
1,1,0,0.6,0.4444444444444444,0.71,0.63,4,1,1,4992
1,1,0,0.4,0.3333333333333333,0.62,0.4,3,1,1,4961
0,1,0,0.6,0.6666666666666666,0.71,0.58,4,1,2,5118
1,1,0,0.4,0.5555555555555556,0.86,0.69,4,1,1,5211
1,0,1,0.8,0.7777777777777778,0.9,0.72,4,2,2,4906
1,0,0,0.4,0.3333333333333333,0.62,0.52,3,1,1,5057
0,1,1,0.6,0.5555555555555556,0.8099999999999999,0.79,4,1,1,5011
1,0,1,0.2,0.1111111111111111,0.35,0.2,0,0,0,4914
1,1,0,0.6,0.6666666666666666,0.6799999999999999,0.62,3,1,2,4893
1,1,1,0.2,0.2222222222222222,0.54,0.39,2,0,0,5194
0,1,1,0.4,0.3333333333333333,0.54,0.36,2,1,1,5093
1,1,1,0.2,0.1111111111111111,0.33999999999999997,0.29,0,0,0,5222
1,1,1,0.4,0.4444444444444444,0.61,0.38,3,1,1,4922
1,1,1,0.8,0.8888888888888888,0.85,0.72,4,2,2,5156
1,0,0,0.4,0.4444444444444444,0.77,0.68,4,1,1,4943
1,0,0,0.6,0.3333333333333333,0.5900000000000001,0.41,2,1,1,5199
0,1,0,0.4,0.3333333333333333,0.7,0.57,3,1,1,5102
0,1,1,0.8,0.7777777777777778,0.8699999999999999,0.76,4,2,2,5242
1,1,0,0.8,0.7777777777777778,0.79,0.69,4,2,2,5029
0,1,1,0.4,0.3333333333333333,0.5,0.3,1,1,1,5010
0,1,1,0.8,0.6666666666666666,0.82,0.7,4,2,2,5027
1,0,1,0.4,0.4444444444444444,0.6799999999999999,0.55,3,1,1,5234
1,0,0,0.2,0.1111111111111111,0.37,0.23,0,0,0,4910
1,1,1,0.2,0.1111111111111111,0.49000000000000005,0.44,1,0,0,5082
0,0,1,0.4,0.5555555555555556,0.6799999999999999,0.53,3,1,1,5053
1,1,0,0.2,0.0,0.5,0.28,1,0,0,5199
0,0,0,0.2,0.2222222222222222,0.45999999999999996,0.29,1,0,0,4981
0,1,0,0.6,0.5555555555555556,0.45,0.4,1,1,1,5188
0,1,1,0.8,0.8888888888888888,0.9800000000000001,0.9,4,2,2,5024
1,0,0,0.2,0.2222222222222222,0.2,0.13,0,0,0,4935
1,1,1,0.2,0.2222222222222222,0.52,0.37,2,0,0,5122
1,0,0,0.8,0.7777777777777778,0.8699999999999999,0.76,4,2,2,5064
1,1,1,0.4,0.3333333333333333,0.4,0.17,0,1,1,5209
0,1,0,0.6,0.4444444444444444,0.6,0.44,2,1,1,4900
1,1,1,0.6,0.3333333333333333,0.6,0.44,2,1,1,5091
0,1,0,0.0,0.0,0.3,0.23,0,0,0,4977
1,1,0,0.4,0.4444444444444444,0.76,0.66,4,1,1,5209
1,0,1,0.2,0.3333333333333333,0.5,0.34,1,0,1,4984
1,1,1,0.2,0.2222222222222222,0.5700000000000001,0.38,2,0,0,5258
0,1,0,0.8,0.7777777777777778,0.62,0.54,3,2,2,4998
1,0,0,0.6,0.5555555555555556,0.5900000000000001,0.51,2,1,1,5073
0,1,0,0.6,0.5555555555555556,0.63,0.62,3,1,1,5199
0,1,0,0.6,0.4444444444444444,0.5700000000000001,0.47,2,1,1,5234
0,1,1,0.4,0.2222222222222222,0.55,0.4,2,1,0,4898
0,1,1,0.0,0.0,0.0,0.0,0,0,0,4942
0,0,0,0.6,0.7777777777777778,0.79,0.76,4,1,2,5188
0,1,0,0.8,0.8888888888888888,0.8099999999999999,0.81,4,2,2,5165
0,0,0,0.2,0.2222222222222222,0.5700000000000001,0.38,2,0,0,4984
1,1,0,0.6,0.5555555555555556,0.72,0.6,4,1,1,5062
1,1,1,0.2,0.2222222222222222,0.49000000000000005,0.34,1,0,0,4963
1,1,0,0.0,0.1111111111111111,0.22999999999999998,0.17,0,0,0,5170
0,1,0,0.2,0.2222222222222222,0.45999999999999996,0.37,1,0,0,5053
1,1,1,0.2,0.0,0.5,0.26,1,0,0,5222
1,1,1,0.4,0.2222222222222222,0.47000000000000003,0.26,1,1,0,5056
0,1,1,0.4,0.4444444444444444,0.64,0.54,3,1,1,4937
0,1,1,0.4,0.2222222222222222,0.58,0.48,2,1,0,5233
0,0,1,0.6,0.4444444444444444,0.71,0.48,4,1,1,5224
1,1,0,0.4,0.2222222222222222,0.5599999999999999,0.37,2,1,0,5253
0,1,1,0.4,0.1111111111111111,0.32,0.24,0,1,0,5190
1,0,1,0.4,0.2222222222222222,0.13,0.1,0,1,0,5064
1,0,0,0.6,0.5555555555555556,0.58,0.51,2,1,1,5017
1,0,1,0.2,0.1111111111111111,0.38,0.29,0,0,0,5213
1,1,1,0.4,0.3333333333333333,0.5700000000000001,0.39,2,1,1,4919
1,1,0,0.2,0.2222222222222222,0.5700000000000001,0.35,2,0,0,5104
1,1,1,0.0,0.0,0.22999999999999998,0.09,0,0,0,5169
1,0,0,0.0,0.0,0.38,0.29,0,0,0,5222
1,1,0,0.8,0.6666666666666666,0.76,0.7,4,2,2,4932
0,0,0,0.6,0.5555555555555556,0.8699999999999999,0.68,4,1,1,5204
1,1,1,0.6,0.6666666666666666,0.77,0.59,4,1,2,5189
1,1,1,0.4,0.4444444444444444,0.55,0.38,2,1,1,4919
1,0,1,0.6,0.4444444444444444,0.63,0.45,3,1,1,5253
1,1,1,0.2,0.1111111111111111,0.13999999999999999,0.11,0,0,0,4979
1,1,1,0.0,0.1111111111111111,0.47000000000000003,0.26,1,0,0,5066
1,0,1,0.4,0.4444444444444444,0.55,0.32,2,1,1,5071
0,0,1,0.4,0.4444444444444444,0.62,0.39,3,1,1,5017
0,1,0,0.6,0.7777777777777778,1.0,0.89,4,1,2,5225
1,0,1,0.6,0.5555555555555556,0.53,0.44,2,1,1,5157
1,0,1,0.4,0.3333333333333333,0.6799999999999999,0.62,3,1,1,4997
0,1,1,0.6,0.4444444444444444,0.44000000000000006,0.32,1,1,1,5111
1,1,1,0.4,0.3333333333333333,0.6900000000000001,0.5,3,1,1,4978
0,1,1,0.4,0.3333333333333333,0.39,0.32,0,1,1,5034
0,0,0,0.4,0.3333333333333333,0.62,0.53,3,1,1,5119
1,0,0,0.8,0.6666666666666666,0.8099999999999999,0.69,4,2,2,5075
1,0,0,0.4,0.3333333333333333,0.37,0.25,0,1,1,5250
1,1,0,0.6,0.4444444444444444,0.65,0.41,3,1,1,4910
0,0,0,0.4,0.4444444444444444,0.65,0.53,3,1,1,5224
1,1,1,0.2,0.3333333333333333,0.54,0.48,2,0,1,5187
0,0,0,0.4,0.5555555555555556,0.6599999999999999,0.54,3,1,1,4963
0,0,0,0.6,0.7777777777777778,0.75,0.72,4,1,2,5180
1,1,1,0.4,0.3333333333333333,0.41,0.19,1,1,1,5059
1,1,1,1.0,1.0,0.97,0.89,4,2,2,5252
1,0,0,0.6,0.5555555555555556,0.71,0.6,4,1,1,5046
1,1,1,0.6,0.5555555555555556,0.5599999999999999,0.47,2,1,1,4933
0,1,0,0.6,0.6666666666666666,0.9099999999999999,0.76,4,1,2,5149
0,0,1,0.6,0.5555555555555556,0.51,0.47,2,1,1,4938
1,0,1,0.2,0.1111111111111111,0.37,0.27,0,0,0,5095
0,0,1,0.2,0.2222222222222222,0.55,0.4,2,0,0,5013
0,1,1,0.4,0.2222222222222222,0.38,0.23,0,1,0,4985
0,0,0,0.6,0.6666666666666666,0.79,0.72,4,1,2,4979
0,1,1,1.0,1.0,1.0,0.96,4,2,2,5178
0,1,0,0.6,0.5555555555555556,0.48,0.38,1,1,1,5100
0,0,0,0.2,0.1111111111111111,0.33999999999999997,0.13,0,0,0,5151
0,1,1,0.2,0.1111111111111111,0.37,0.27,0,0,0,5121
0,1,0,0.4,0.4444444444444444,0.7,0.69,3,1,1,5094
1,1,1,0.2,0.2222222222222222,0.5700000000000001,0.43,2,0,0,4948
1,0,1,0.4,0.3333333333333333,0.53,0.39,2,1,1,4946
0,1,0,0.4,0.3333333333333333,0.76,0.55,4,1,1,5143
1,1,0,0.2,0.3333333333333333,0.52,0.43,2,0,1,5246
0,1,0,0.8,0.6666666666666666,0.67,0.57,3,2,2,4982
0,1,1,0.6,0.4444444444444444,0.76,0.62,4,1,1,5235
0,1,0,0.2,0.0,0.12,0.1,0,0,0,4963
1,0,1,0.2,0.1111111111111111,0.44000000000000006,0.2,1,0,0,4966
0,1,0,0.8,0.6666666666666666,0.6900000000000001,0.66,3,2,2,4914
0,0,1,0.6,0.4444444444444444,0.67,0.64,3,1,1,4913
0,1,1,0.8,0.7777777777777778,0.71,0.51,4,2,2,5001
0,1,1,0.0,0.0,0.33999999999999997,0.28,0,0,0,5001
1,1,0,0.4,0.5555555555555556,0.73,0.64,4,1,1,5188
0,0,1,0.4,0.5555555555555556,0.6799999999999999,0.55,3,1,1,5234
0,0,0,0.8,0.6666666666666666,0.6599999999999999,0.58,3,2,2,5075
0,1,0,0.4,0.3333333333333333,0.8,0.65,4,1,1,5158
0,0,0,1.0,0.8888888888888888,0.85,0.86,4,2,2,4948
0,1,0,0.6,0.6666666666666666,0.65,0.56,3,1,2,5160
1,0,0,0.0,0.1111111111111111,0.52,0.28,2,0,0,5061
0,0,0,0.8,0.6666666666666666,0.76,0.6,4,2,2,5201
0,1,0,0.8,0.8888888888888888,0.95,1.0,4,2,2,5124
0,1,0,0.4,0.5555555555555556,0.86,0.71,4,1,1,5096
1,1,0,0.4,0.2222222222222222,0.53,0.35,2,1,0,4920
1,1,1,0.4,0.2222222222222222,0.31,0.16,0,1,0,5120
0,1,1,0.4,0.3333333333333333,0.3,0.2,0,1,1,4997
1,0,1,0.4,0.1111111111111111,0.16999999999999998,0.11,0,1,0,5054
1,1,0,0.4,0.4444444444444444,0.63,0.52,3,1,1,4958
0,0,0,0.8,0.6666666666666666,0.8300000000000001,0.67,4,2,2,4949
1,1,1,0.4,0.3333333333333333,0.5900000000000001,0.39,2,1,1,4912
1,1,1,0.4,0.3333333333333333,0.55,0.35,2,1,1,5229
1,1,1,0.4,0.2222222222222222,0.5700000000000001,0.48,2,1,0,5048
0,0,0,0.6,0.5555555555555556,0.6900000000000001,0.53,3,1,1,5164
1,0,1,0.4,0.4444444444444444,0.61,0.45,3,1,1,5249
0,1,1,0.4,0.3333333333333333,0.49000000000000005,0.39,1,1,1,4989
1,0,1,0.2,0.2222222222222222,0.52,0.36,2,0,0,5019
1,0,1,0.4,0.4444444444444444,0.48,0.41,1,1,1,5077
1,0,0,0.8,0.8888888888888888,0.9099999999999999,0.84,4,2,2,5085
1,0,0,0.6,0.5555555555555556,0.73,0.51,4,1,1,4936
1,0,0,0.6,0.6666666666666666,0.65,0.58,3,1,2,4996
1,1,1,0.4,0.3333333333333333,0.55,0.31,2,1,1,5088
1,1,0,0.2,0.1111111111111111,0.26,0.18,0,0,0,5184
1,1,1,0.2,0.1111111111111111,0.3,0.2,0,0,0,5141
0,1,0,0.4,0.3333333333333333,0.73,0.54,4,1,1,5060
1,0,1,0.2,0.1111111111111111,0.42000000000000004,0.25,1,0,0,5015
1,1,1,0.2,0.1111111111111111,0.58,0.46,2,0,0,5044
1,1,0,0.8,0.5555555555555556,0.73,0.66,4,2,1,5063
1,1,0,0.4,0.5555555555555556,0.6599999999999999,0.6,3,1,1,5058
1,1,1,0.0,0.0,0.22999999999999998,0.1,0,0,0,5209
1,1,1,0.6,0.4444444444444444,0.65,0.47,3,1,1,4991
1,1,1,0.4,0.3333333333333333,0.45999999999999996,0.31,1,1,1,4976
0,0,0,0.4,0.3333333333333333,0.41,0.29,1,1,1,4939
0,1,1,0.8,0.8888888888888888,0.8699999999999999,0.75,4,2,2,5083
1,0,1,0.4,0.3333333333333333,0.7,0.49,3,1,1,4904
1,0,0,0.2,0.0,0.22000000000000003,0.07,0,0,0,4912
0,0,1,0.8,0.6666666666666666,0.75,0.58,4,2,2,4927
0,1,1,0.4,0.2222222222222222,0.42000000000000004,0.24,1,1,0,5184
1,1,0,0.4,0.3333333333333333,0.47000000000000003,0.37,1,1,1,5211
1,1,0,0.4,0.5555555555555556,0.62,0.51,3,1,1,5240
1,1,0,0.4,0.2222222222222222,0.32999999999999996,0.12,0,1,0,5250
1,0,0,0.4,0.1111111111111111,0.52,0.28,2,1,0,5155
0,1,1,0.4,0.1111111111111111,0.33999999999999997,0.2,0,1,0,5233
0,0,1,0.6,0.5555555555555556,0.71,0.53,4,1,1,5245
1,0,1,0.4,0.4444444444444444,0.51,0.44,2,1,1,5165
0,1,0,0.8,0.7777777777777778,0.95,0.95,4,2,2,5247
0,1,1,0.4,0.4444444444444444,0.5,0.42,1,1,1,5170
0,1,1,0.2,0.1111111111111111,0.45999999999999996,0.25,1,0,0,4961
1,1,0,0.4,0.4444444444444444,0.65,0.51,3,1,1,5006
1,0,1,0.4,0.5555555555555556,0.5900000000000001,0.57,2,1,1,5020
1,1,1,0.4,0.4444444444444444,0.47000000000000003,0.32,1,1,1,4949
1,1,0,0.4,0.2222222222222222,0.5599999999999999,0.34,2,1,0,5120
0,1,1,0.2,0.2222222222222222,0.36,0.21,0,0,0,4920
0,1,1,0.6,0.3333333333333333,0.45,0.4,1,1,1,5145
1,0,1,0.0,0.1111111111111111,0.37,0.28,0,0,0,5096
1,0,1,0.6,0.4444444444444444,0.5599999999999999,0.47,2,1,1,5096
1,1,0,0.4,0.2222222222222222,0.51,0.37,2,1,0,5230
0,1,1,1.0,0.8888888888888888,0.8800000000000001,0.8,4,2,2,5146
0,1,1,0.8,0.6666666666666666,0.64,0.63,3,2,2,5032
1,1,1,0.4,0.3333333333333333,0.61,0.44,3,1,1,5238
1,0,0,0.0,0.0,0.0,0.0,0,0,0,4989
0,1,1,0.8,0.7777777777777778,0.8099999999999999,0.63,4,2,2,4935
1,0,1,0.0,0.0,0.45999999999999996,0.29,1,0,0,4906
0,1,1,0.4,0.3333333333333333,0.48,0.3,1,1,1,4901
0,0,1,0.0,0.0,0.43,0.26,1,0,0,4926
1,1,0,0.4,0.5555555555555556,0.8099999999999999,0.66,4,1,1,5083
0,1,0,0.6,0.5555555555555556,0.78,0.64,4,1,1,5157
1,0,1,0.6,0.4444444444444444,0.5700000000000001,0.35,2,1,1,5046
1,1,1,0.8,0.7777777777777778,0.75,0.62,4,2,2,5072
0,1,0,0.6,0.5555555555555556,0.63,0.56,3,1,1,5049
0,0,0,0.2,0.2222222222222222,0.6799999999999999,0.48,3,0,0,5111
1,1,0,0.6,0.5555555555555556,0.73,0.75,4,1,1,5140
0,0,0,0.8,0.7777777777777778,0.79,0.71,4,2,2,4961
1,0,1,0.4,0.2222222222222222,0.45999999999999996,0.34,1,1,0,4966
0,0,1,0.4,0.3333333333333333,0.37,0.22,0,1,1,5120
0,1,1,0.4,0.4444444444444444,0.5700000000000001,0.48,2,1,1,5131
1,1,1,0.8,0.6666666666666666,0.78,0.61,4,2,2,5257
0,1,1,0.8,0.6666666666666666,0.77,0.67,4,2,2,5159
0,1,0,0.4,0.3333333333333333,0.44000000000000006,0.31,1,1,1,5207
0,0,1,0.4,0.3333333333333333,0.65,0.59,3,1,1,5185
1,1,0,0.6,0.5555555555555556,0.6599999999999999,0.52,3,1,1,5088
0,0,0,0.6,0.6666666666666666,0.9,0.8,4,1,2,5185
0,0,1,0.6,0.3333333333333333,0.58,0.4,2,1,1,5025
0,1,1,0.8,0.8888888888888888,1.0,0.89,4,2,2,5177
1,1,0,0.8,0.7777777777777778,0.67,0.67,3,2,2,5129
0,1,0,0.8,0.6666666666666666,0.6900000000000001,0.55,3,2,2,5250
0,1,1,0.2,0.2222222222222222,0.58,0.43,2,0,0,5036
1,1,1,0.0,0.0,0.32,0.12,0,0,0,5002
1,1,1,0.4,0.3333333333333333,0.65,0.48,3,1,1,5058
1,0,1,0.4,0.2222222222222222,0.61,0.5,3,1,0,5158
0,1,1,0.4,0.3333333333333333,0.65,0.41,3,1,1,4930
1,0,1,0.2,0.3333333333333333,0.45,0.34,1,0,1,5001
1,1,0,0.0,0.0,0.21000000000000002,0.09,0,0,0,5148
0,1,1,0.6,0.6666666666666666,0.74,0.61,4,1,2,5024
1,1,1,0.2,0.1111111111111111,0.42000000000000004,0.29,1,0,0,5103
1,0,0,0.6,0.6666666666666666,0.5700000000000001,0.54,2,1,2,5040
0,0,1,0.2,0.1111111111111111,0.3,0.14,0,0,0,4988
0,0,1,0.2,0.0,0.0,0.0,0,0,0,4987
0,0,1,0.2,0.2222222222222222,0.47000000000000003,0.42,1,0,0,5230
1,1,0,0.8,0.7777777777777778,1.0,0.95,4,2,2,4984
0,0,0,0.2,0.2222222222222222,0.72,0.54,4,0,0,5202
0,1,1,0.6,0.5555555555555556,0.6599999999999999,0.48,3,1,1,4967
1,1,1,0.4,0.4444444444444444,0.5700000000000001,0.33,2,1,1,5023
1,0,0,0.6,0.6666666666666666,0.74,0.59,4,1,2,5227
0,1,1,0.0,0.1111111111111111,0.25,0.13,0,0,0,5101
1,1,0,0.2,0.1111111111111111,0.63,0.4,3,0,0,5023
1,1,1,0.4,0.4444444444444444,0.6599999999999999,0.44,3,1,1,5195
0,1,0,0.6,0.5555555555555556,0.5599999999999999,0.51,2,1,1,4986
0,1,0,0.8,0.8888888888888888,0.89,0.74,4,2,2,5046
0,0,0,0.4,0.4444444444444444,0.67,0.54,3,1,1,5219
0,1,0,0.4,0.5555555555555556,0.82,0.62,4,1,1,4966
1,1,1,0.0,0.0,0.0,0.0,0,0,0,5132
1,0,1,0.2,0.2222222222222222,0.65,0.47,3,0,0,5210
1,0,1,0.6,0.3333333333333333,0.62,0.44,3,1,1,5235
1,1,0,0.6,0.5555555555555556,0.6599999999999999,0.56,3,1,1,5248
1,1,0,0.6,0.4444444444444444,0.62,0.47,3,1,1,5138
1,1,1,0.4,0.3333333333333333,0.43,0.33,1,1,1,5030
1,0,0,0.6,0.3333333333333333,0.55,0.5,2,1,1,5042
1,1,1,0.8,0.7777777777777778,0.6799999999999999,0.66,3,2,2,5109
1,1,1,0.6,0.7777777777777778,0.9,0.75,4,1,2,5046
1,1,1,0.2,0.2222222222222222,0.37,0.15,0,0,0,5245
1,1,0,0.4,0.4444444444444444,0.7,0.55,3,1,1,5179
0,1,1,0.2,0.4444444444444444,0.64,0.56,3,0,1,5216
1,1,0,0.6,0.5555555555555556,0.7,0.52,3,1,1,4989
0,0,1,0.2,0.1111111111111111,0.45,0.25,1,0,0,4897
1,1,0,0.4,0.4444444444444444,0.55,0.34,2,1,1,5079
0,0,1,0.6,0.3333333333333333,0.52,0.37,2,1,1,5156
1,1,0,0.8,0.5555555555555556,0.72,0.65,4,2,1,5118
1,0,0,0.0,0.0,0.18,0.1,0,0,0,5147
0,1,0,0.8,0.6666666666666666,0.62,0.55,3,2,2,5137
0,1,0,0.4,0.3333333333333333,0.71,0.48,4,1,1,4912
1,1,1,0.2,0.0,0.32999999999999996,0.16,0,0,0,4893
1,0,0,0.6,0.4444444444444444,0.51,0.42,2,1,1,4951
0,1,0,0.6,0.6666666666666666,0.95,0.79,4,1,2,5055
1,1,0,0.4,0.3333333333333333,0.48,0.42,1,1,1,5174
0,1,0,0.4,0.3333333333333333,0.65,0.6,3,1,1,5200
1,0,1,0.4,0.4444444444444444,0.77,0.69,4,1,1,4974
0,0,0,0.8,0.6666666666666666,0.65,0.64,3,2,2,4971
1,0,1,0.8,0.6666666666666666,0.75,0.66,4,2,2,5165
0,1,0,0.8,0.7777777777777778,0.8300000000000001,0.66,4,2,2,5132
0,0,1,0.6,0.6666666666666666,0.73,0.56,4,1,2,5038
0,1,0,0.4,0.3333333333333333,0.3,0.25,0,1,1,5049
0,0,1,0.2,0.3333333333333333,0.58,0.33,2,0,1,5142
1,1,1,0.2,0.2222222222222222,0.58,0.36,2,0,0,5167
0,1,0,0.4,0.2222222222222222,0.45999999999999996,0.34,1,1,0,5061
1,1,1,0.0,0.0,0.31,0.11,0,0,0,5056
0,0,0,0.4,0.4444444444444444,0.58,0.55,2,1,1,4943
1,0,1,0.4,0.3333333333333333,0.7,0.59,3,1,1,5131
1,1,1,0.4,0.3333333333333333,0.72,0.55,4,1,1,5040
1,0,0,0.6,0.5555555555555556,0.53,0.35,2,1,1,4961
1,1,1,0.0,0.0,0.26,0.17,0,0,0,5113
1,1,0,0.4,0.3333333333333333,0.67,0.67,3,1,1,5040
0,1,0,0.2,0.3333333333333333,0.5599999999999999,0.36,2,0,1,5192
1,1,0,0.4,0.2222222222222222,0.49000000000000005,0.45,1,1,0,5184
1,0,1,0.2,0.3333333333333333,0.63,0.44,3,0,1,5099
1,0,1,0.0,0.0,0.2,0.13,0,0,0,5162
1,0,1,0.2,0.2222222222222222,0.29,0.16,0,0,0,5205
1,1,0,0.4,0.2222222222222222,0.43,0.29,1,1,0,5058
0,1,0,0.6,0.4444444444444444,0.77,0.6,4,1,1,5122
1,0,1,0.2,0.2222222222222222,0.5900000000000001,0.5,2,0,0,4901
1,0,1,0.4,0.1111111111111111,0.52,0.28,2,1,0,4919
0,0,0,0.6,0.5555555555555556,0.95,0.86,4,1,1,5118
0,0,1,0.6,0.4444444444444444,0.5599999999999999,0.38,2,1,1,5076
1,1,1,0.2,0.3333333333333333,0.43,0.32,1,0,1,5206
1,0,0,0.4,0.2222222222222222,0.44000000000000006,0.39,1,1,0,5213
0,1,1,0.6,0.5555555555555556,0.7,0.58,3,1,1,5118
0,1,1,0.6,0.6666666666666666,0.78,0.66,4,1,2,4918
0,1,1,0.2,0.2222222222222222,0.6,0.47,2,0,0,5178
0,1,1,0.4,0.2222222222222222,0.51,0.27,2,1,0,5021
1,0,0,0.6,0.5555555555555556,0.6599999999999999,0.51,3,1,1,5224
1,1,0,0.4,0.3333333333333333,0.45999999999999996,0.37,1,1,1,4974
0,1,1,0.2,0.2222222222222222,0.5,0.45,1,0,0,5012
1,1,1,0.4,0.1111111111111111,0.24,0.11,0,1,0,5068
1,1,0,0.6,0.4444444444444444,0.48,0.33,1,1,1,4902
0,1,0,0.4,0.5555555555555556,0.7,0.68,3,1,1,4965
1,1,0,0.2,0.1111111111111111,0.06999999999999999,0.05,0,0,0,5036
1,1,0,0.6,0.5555555555555556,0.61,0.55,3,1,1,4978
1,1,1,0.4,0.3333333333333333,0.49000000000000005,0.34,1,1,1,5116
1,0,1,0.4,0.4444444444444444,0.54,0.44,2,1,1,5211
0,0,1,0.4,0.3333333333333333,0.5,0.43,1,1,1,5120
1,0,1,0.2,0.2222222222222222,0.5599999999999999,0.44,2,0,0,5039
1,1,1,0.6,0.4444444444444444,0.55,0.4,2,1,1,5081
0,1,1,0.4,0.2222222222222222,0.26,0.19,0,1,0,5064
0,1,0,0.8,0.6666666666666666,0.61,0.58,3,2,2,4961
0,0,0,0.6,0.6666666666666666,0.76,0.58,4,1,2,4997
1,1,0,0.4,0.4444444444444444,0.74,0.55,4,1,1,5241
1,1,0,0.4,0.4444444444444444,0.58,0.4,2,1,1,5176
1,0,1,0.2,0.1111111111111111,0.09,0.02,0,0,0,5219
1,1,0,0.8,0.6666666666666666,0.75,0.67,4,2,2,4987
